question,result
What red wines would you suggest for someone who enjoys a velvety texture and soft tannins?,"| title                                         | description                                                                                                                                                                                                                                                     | variety                  | country   | region        | winery         | province   |
| 3 Horse Ranch Vineyards 2014 Single Vineyard Sangiovese        | This wine offers aromas of wild berry, flowers, barrel notes and spice. The palate is lighter styled, backed by chalky tannins. The variety seems somewhat hard to find.                                                                                                                | Sangiovese         | US        | Idaho       | 3 Horse Ranch Vineyards | Idaho      |
| Maroon 2010 Single Vineyard Sauvignon Blanc (Napa Valley)      | An easy-drinking, sophisticated Sauvignon Blanc, very ripe in pineapples, oranges and kiwi fruit, but balanced with crisp acidity. A touch of new oak adds smoky creaminess. The single vineyard referenced on the label is in a warmer part of Napa Valley.                            | Sauvignon Blanc    | US        | Napa Valley | Maroon                  | California |
| Solitary Cellars 2014 Reserve Cabernet Sauvignon (Lake County) | This wine's sharp, charred oak aroma grabs one's attention, while its bold smoky, meaty flavors accent ripe blackberry and dried plum notes on the palate. An assertive Cabernet sure to please oak aficianados.                                                                        | Cabernet Sauvignon | US        | Lake        | Solitary Cellars        | California |
| Casa Nuestra 2014 Old Vines Dry Chenin Blanc (St. Helena)      | Organically farmed grapes from an estate vineyard comprise this 100% varietal wine, another unusual offering from the Napa Valley. Dry, as advertised, it's fruity and medium bodied, with a taste of waxy apricot and melon.                                                           | Chenin Blanc       | US        | St. Helena  | Casa Nuestra            | California |
| Carmel 2009 Sha'al Single Vineyard Merlot (Galilee)            | This wine opens with ripe aromas of black plum and boysenberry fruit, accented by hints of licorice root and menthol. The fruity core continues to shine on the smooth, round palate, alongside accents of purple violet, black tea and oak-driven spice that linger through the close. | Merlot             | Israel    | Galilee     | Carmel                  | Galilee    |"
Suggest a wine from a winery known for its historic practices.,"| title                                                          | description                                                                                                                                                                                                                                                 | variety            | country   | region         | winery                    | province         |
|:---------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:---------------|:--------------------------|:-----------------|
| Domaine de Cause 2013 Tradition Malbec (Cahors)                | In Cahors terms, a wine labeled Tradition is the entry-level wine of an estate, often unoaked as it is here. The wine successfully relies on the bold blackberry fruits and balanced acidity. With tannins forming a fine background, it is ready to drink. | Malbec             | France    | Cahors         | Domaine de Cause          | Southwest France |
| Schug 2005 Heritage Reserve Cabernet Sauvignon (Sonoma Valley) | With oak-inspired blackberry, cherry, currant, anise and spice flavors that taste a bit jammy and direct now, this wine could benefit from a few years in the cellar. That could let all the parts meld together.                                           | Cabernet Sauvignon | US        | Sonoma Valley  | Schug                     | California       |
| Tre Donne 2006 Tradizione  (Barbera d'Alba)                    | Tradizione, as the name suggests, does evoke the storied traditions of Piemontese winemaking. Aged in Slavonian oak casks (instead of French barrique) the wine exhibits bright berry aromas with raw tones of raspberries and white cherries.              | Barbera            | Italy     | Barbera d'Alba | Tre Donne                 | Piedmont         |
| Domaine Vincent Stoeffler 2012 Tradition Pinot Noir (Alsace)   | A red wine that relies on its fruitiness to succeed. Red berries and plums show strongly, aided by acidity. The texture has a stalky character with a bitter green herb aftertaste. Drink now.                                                              | Pinot Noir         | France    | Alsace         | Domaine Vincent Stoeffler | Alsace           |
| Horse & Plow 2012 Testa Vineyard Old Vine Grenache (Mendocino) | A small-production Grenache from 100-plus-year-old vines, this wine is dusty and fragrant with ripe cherry and strawberry flavors. Light in weight and easy to drink, the undercurrent whispers licorice.                                                   | Grenache           | US        | Mendocino      | Horse & Plow              | California       |"
I'm interested in a wine from the Champagne region.,"| title                                                                    | description                                                                                                                                                                                                                                                                                | variety         | country   | region    | winery           | province     |
|:-------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:----------|:-----------------|:-------------|
| Jacques Picard NV Brut  (Champagne)                                      | From vines on the Montagne de Reims, this Chardonnay-dominated Champagne has a ripe texture that contrasts with the mineral character of the Côte des Blancs across the valley. That gives a rich, apple- and white fruit-inflected flavor to this attractive nonvintage cuvée. Drink now. | Champagne Blend | France    | Champagne | Jacques Picard   | Champagne    |
| Domaine Vacheron 2012 Chambrates  (Sancerre)                             | This opulent, ripe wine comes from a single vineyard. It has a rich texture, with dense yellow and apple fruits that are allied to a more citrus, gooseberry and lemon character. It rolls around the mouth with a smooth, satisfying aftertaste.                                          | Sauvignon Blanc | France    | Sancerre  | Domaine Vacheron | Loire Valley |
| Roland Champion NV Brut Rosé  (Champagne)                                | This fat, yeasty Champagne is comprised predominantly of Pinot Noir. It has ripe red berry fruit, light acidity and a soft, creamy aftertaste. It's ready to drink. With its red berry flavor and touch of citrus, this is very fruity. It's attractive, crisp and open.                   | Champagne Blend | France    | Champagne | Roland Champion  | Champagne    |
| Pierre Péters 2005 Les Chétillons Blanc de Blancs Chardonnay (Champagne) | A ripe and opulent Champagne with intense white and yellow fruit flavors. The wine is full bodied, with just a touch of toast to show approaching maturity. This is a wonderfully open and generous wine.                                                                                  | Chardonnay      | France    | Champagne | Pierre Péters    | Champagne    |
| Jean Laurent 2003 Blanc de Noirs Millésime Brut Pinot Noir (Champagne)   | With the dominance of Pinot Noir in the Aube region, it is no surprise to find a vintage Champagne that is 100% from that grape. With a round character from the Pinot, as well as a hot vintage, this is a full-bodied wine with vibrant fruit and lively acidity. Drink now.             | Pinot Noir      | France    | Champagne | Jean Laurent     | Champagne    |"
Can you suggest a wine from Australia?,"| title                                                           | description                                                                                                                                                                                                                                                                                       | variety         | country   | region                  | winery        | province        |
|:----------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:------------------------|:--------------|:----------------|
| Lindemans 2001 Bin 50 Shiraz (South Eastern Australia)          | Grapey and sappy, with almost candied cherry fruit, this is a young wine made to be consumed young. Try chilling it to give the cherry and chocolate flavors greater focus and quaff it with burgers this summer. —J.C.                                                                           | Shiraz          | Australia | South Eastern Australia | Lindemans     | Australia Other |
| Angove's 2006 Nine Vines Shiraz-Viognier (South Australia)      | This wine shows strong barnyard and sulfur notes overwhelming an otherwise appealing nose of herbes de Provence and grilled pork. The palate is juicy, with appealing cherry notes while the smooth finish winds up on an ashy note.                                                              | Shiraz-Viognier | Australia | South Australia         | Angove's      | South Australia |
| Rosemount 2001 Grenache-Shiraz Red (Australia)                  | Simple, sweet-tasting and slightly candied, this bouncy drink is best served slightly chilled. Think of it as an introduction to wine—something to explore after white Zinfandel. —J.C.                                                                                                           | Red Blend       | Australia | Australia               | Rosemount     | Australia Other |
| Petaluma 1999 Bridgewater Mill Shiraz (Australia)               | Unlike many an Australian Shiraz, this one sees only French oak barrels for aging. The result is a dense, blueberry-filled wine, supported by hints of toast and espresso. It's full-bodied but not tiring to drink, thanks to an enlivening burst of black pepper on the finish. Best Buy. —J.C. | Shiraz          | Australia | Australia               | Petaluma      | Australia Other |
| Jacob's Creek 2015 Classic Chardonnay (South Eastern Australia) | You could do a lot worse at the U.S. Open than to sip a glass of this. Keeping it well-chilled will help rein in the broad, weighty notes of peach and melon and allow hints of peppery spice to emerge on the finish. Drink now.                                                                 | Chardonnay      | Australia | South Eastern Australia | Jacob's Creek | Australia Other |"
I'm interested in a wine from the Bordeaux region.,"| title                                                    | description                                                                                                                                                                                                                                                   | variety                    | country   | region      | winery            | province         |
|:---------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------|:----------|:------------|:------------------|:-----------------|
| Château Lauduc 2014 Classic  (Bordeaux)                  | A bright juicy wine, this has acidity, red-berry fruits and a touch of black currants. This is an attractive wine already, just needing a few months to settle down. Drink from 2017.                                                                         | Bordeaux-style Red Blend   | France    | Bordeaux    | Château Lauduc    | Bordeaux         |
| Clarendelle 2003 Amberwine  (Monbazillac)                | From the sweet white appellation of the Bergerac region, this is a full, botrytis-dominated wine, opulent, layered with dryness to balance the citrus and honey flavors. Maybe without complexity, but certainly with all the right botrytis wine characters. | Bordeaux-style White Blend | France    | Monbazillac | Clarendelle       | Southwest France |
| Barton & Guestier 2014 Passeport  (Bordeaux)             | This ripe, fruity wine is full of red fruit flavors. It has spice, attractive tannic structure and ample acidity. With its balance coming together, the wine will be ready to drink from 2017.                                                                | Merlot-Cabernet Sauvignon  | France    | Bordeaux    | Barton & Guestier | Bordeaux         |
| VIgnobles Ducourt 2012 Réserve de la Famille  (Bordeaux) | This aromatic wine is at the same time structured and tough. Its redeeming feature is the berry fruit layer that is waiting to show through from 2015.                                                                                                        | Bordeaux-style Red Blend   | France    | Bordeaux    | VIgnobles Ducourt | Bordeaux         |
| Yvon Mau 2007 Seigneurs de Monbazillac  (Monbazillac)    | A lightly botrytised wine, with sweet raisins and orange zest. The wine is soft, missing acidity, but the freshness is just right.                                                                                                                            | Bordeaux-style White Blend | France    | Monbazillac | Yvon Mau          | Southwest France |"
What would be a good wine for a dinner party?,"| title                                                                               | description                                                                                                                                                                                                                                                                                                | variety                  | country   | region          | winery      | province   |
|:------------------------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:----------|:----------------|:------------|:-----------|
| Dante 2010 Reserve Cabernet Sauvignon (California)                                  | For the price, this is a great wine for a party or an everyday dinner. It's soft, easy to drink and rich enough in cherry, berry and oak flavors to satisfy Cabernet lovers. And it's easy to find, with 10,000 cases produced.                                                                            | Cabernet Sauvignon       | US        | California      | Dante       | California |
| HammerSky 2012 Party of Four Red (Paso Robles)                                      | This blend of 60% Petit Verdot, 15% Malbec, 15% Merlot and 10% Cabernet Sauvignon offers a grape-driven nose, boosted by dried black cherry, licorice and baking spice, more playful than brooding. Bright flavors of blackberry and red cherry make for a juicy, tangy wine with decent tannic structure. | Bordeaux-style Red Blend | US        | Paso Robles     | HammerSky   | California |
| J. Rickards 2012 Bistro Table Rosé (Sonoma County)                                  | Here's a blush wine to wash down everything from cold cuts and fried chicken to a platter of fruits de mer. It's dark for a rosé, dry and full-bodied, with strawberry, persimmon, herb and spice flavors. The blend is the obscure grape Aleatico with Syrah.                                             | Rosé                     | US        | Sonoma          | J. Rickards | California |
| HammerSky 2010 Party of Four Red (Paso Robles)                                      | This winery produces luxuriously rich wines, and this blend of 47% Merlot, 30% Petit Verdot, 12% Malbec and 11% Cabernet Sauvignon fits right in. Aromas suggest vanilla-cherry cream, fresh cracked dark chocolate, mulberry extract and root beer. Cola, blackberries and woody herbs show once sipped.  | Red Blend                | US        | Paso Robles     | HammerSky   | California |
| Paul Hobbs 2012 Richard Dinner Vineyard Cuvée Agustina Chardonnay (Sonoma Mountain) | Caramelized oak and vanilla make for a thick, rich and buttery experience in this bold, but balanced wine. Juicy and tempered, it exudes passionfruit and lime in abundance, with a seasoning of fennel and dried herb. Drink now through 2020.                                                            | Chardonnay               | US        | Sonoma Mountain | Paul Hobbs  | California |"
Are there any white wines known for their mineral or flinty characteristics?,"| title                                                          | description                                                                                                                                                                                                                                                                                           | variety         | country   | region      | winery                      | province     |
|:---------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:------------|:----------------------------|:-------------|
| Cave des Grands Crus Blancs 2015 Minéral  (Mâcon-Loché)        | The name of the wine says a lot about its structure. It definitely has a mineral tang to it although the ripe yellow fruits do give it a soft cushion. The acidity however makes it crisp, refreshing and ready to drink.                                                                             | Chardonnay      | France    | Mâcon-Loché | Cave des Grands Crus Blancs | Burgundy     |
| Agrapart & Fils 2000 Minéral Extra Brut Chardonnay (Champagne) | The fact that this wine comes from the chalkiest of soils and is bone dry gives it considerable austerity. It is definitely mineral in taste and texture, with a touch of salt and grapefruit flavors;  very structured and tight. It needs to age.                                                   | Chardonnay      | France    | Champagne   | Agrapart & Fils             | Champagne    |
| Cave des Grands Crus Blancs 2016 Minéral  (Mâcon-Loché)        | The name, Mineral, says everything you need to know about the texture of this wine. It is also rich, generous and ripe with apricot and melon flavors. This easygoing wine has a soft aftertaste that makes it drinkable now.                                                                         | Chardonnay      | France    | Mâcon-Loché | Cave des Grands Crus Blancs | Burgundy     |
| Domaine Fouassier 2008 Les Chailloux  (Sancerre)               | The name, referring to the flinty soil of the vineyard, says it all. It is a mineral wine that tastes of stony soil, flint and chalk. It has a great core of hardened steel, very firm, surrounded by intense green fruits, filled with apple juice and grapefruit flavors. For aging over 2–3 years. | Sauvignon Blanc | France    | Sancerre    | Domaine Fouassier           | Loire Valley |
| Cave des Grands Crus Blancs 2012 Minéral  (Mâcon-Loché)        | Textured, mineral and tight wine, its crisp acidity a refreshing feature. It's very fresh, terroir-driven, a wine that shows its origins right up front. Apples and citrus add to the bright, fruity nature of this wine.                                                                             | Chardonnay      | France    | Mâcon-Loché | Cave des Grands Crus Blancs | Burgundy     |"
I'm looking for a white wine that's crisp and has a green apple taste. Any ideas?,"| title                                                  | description                                                                                                                                                                                                                                                                                                                                                                                                                                        | variety          | country   | region           | winery          | province    |
|:-------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------|:----------|:-----------------|:----------------|:------------|
| Avant 2014 Fresh Crisp Clean Chardonnay (California)   | Lots of fresh apple flavors, a crisp balance and smooth mouthfeel make this light-bodied wine refreshing and fun to drink. It has some richness on the midpalate and finish, but basically keeps its lively, tangy personality going.                                                                                                                                                                                                              | Chardonnay       | US        | California       | Avant           | California  |
| Murrieta's Well 2015 The Whip White (Livermore Valley) | Crisp apple and grapefruit notes dominate the aromas and flavors of this medium-bodied wine, giving it a tangy mouthwatering aspect that suggests pairing with seafood, mild cheeses and the like. More fruit comes out with time in the glass, fading to delicious apricot on he finish.                                                                                                                                                          | White Blend      | US        | Livermore Valley | Murrieta's Well | California  |
| Las Positas 2015 Verdigris White (Livermore Valley)    | This dry, tart wine smells like sliced apples and has lemon pastry-like flavors without the sweetness. The palate is full-bodied but cut with a zing of lemon and green apple.                                                                                                                                                                                                                                                                     | White Blend      | US        | Livermore Valley | Las Positas     | California  |
| Veramar NV Riesling-Vidal Blanc White (Virginia)       | Bruised apple and high-toned apple cider notes on the nose. It's an appley wine with familiar hints of ginger and apple pie spice, but brisk acidity and a supple mouthfeel keeps it from being overtly homespun in style. On the nose, this wine offers muted banana, lychee and pineapple. Flavors are tropical and overripe, coating the mouth with plump papaya, passion fruit and guava. It's a little heavy, needing a bit more acidic lift. | White Blend      | US        | Virginia         | Veramar         | Virginia    |
| Quinta da Lixa 2016 Escolha White (Vinho Verde)        | This is a classic crisp apple-driven and fruity wine. With delicious acidity and a lively aftertaste, the wine is tangy and zesty and a great summer drink.                                                                                                                                                                                                                                                                                        | Portuguese White | Portugal  | Vinho Verde      | Quinta da Lixa  | Vinho Verde |"
Looking for a wine that is aged in oak barrels.,"| title                                                                                              | description                                                                                                                                                                                                                                                                                                                         | variety            | country   | region      | winery         | province   |
|:---------------------------------------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:------------|:---------------|:-----------|
| Barrel Oak 2008 Barrel Fermented Chardonnay (Virginia)                                             | Hints of freshly pressed apples and pears in a darkly toasted oak barrel come through. Deft use of new French oak results in a full-bodied wine with a lush, buttered toast richness that highlights sweet apple and lemon flavors. The finish is clean and lemony with a slight saline touch.                                      | Chardonnay         | US        | Virginia    | Barrel Oak     | Virginia   |
| 1000 Stories 2013 Bourbon Barrel Aged Zinfandel (Mendocino)                                        | This approachable wine from the Fetzer organization was aged in Bourbon barrels. It has good balance, wonderful fruit flavors, a polished texture and lingering finish. Dark in color, the aromas suggest ripe berries and cherries, and the flavors flow similarly rich and deep.                                                  | Zinfandel          | US        | Mendocino   | 1000 Stories   | California |
| Robert Mondavi 2014 Private Selection Aged in Bourbon Barrels Cabernet Sauvignon (Monterey County) | This wine gets a bonus for venturing into new territory, aging Cab in used Bourbon barrels. The result is far from perfect, but not as gimmicky as one might assume. Aromas of leathery blackberry, cedar, roasted pasilla chile and tons of caramel lead into flavors of cocoa, coconut and caramel on the creamy, peppery palate. | Cabernet Sauvignon | US        | Monterey    | Robert Mondavi | California |
| Woodbridge 2001 Barrel Aged Chardonnay (California)                                                | Like a photocopy of a good Chardonnay, this wine is indistinct. There are some decent peach and apple flavors and what tastes like a dose of oak, but it's really thin and watery.                                                                                                                                                  | Chardonnay         | US        | California  | Woodbridge     | California |
| Flora Springs 2013 Barrel Fermented Chardonnay (Napa Valley)                                       | There's no bones about the use of oak in this wine, which spent nine months enjoying the cradling effects of a good barrel, the majority French and 25% American. Ample fragrances of lemon and lime infuse the well-balanced wine that is also marked by crisp minerality, cinnamon toast and pear.                                | Chardonnay         | US        | Napa Valley | Flora Springs  | California |"
Suggest a wine from a winery known for its small-batch practices.,"| title                                                                    | description                                                                                                                                                                                                                                                                                                                | variety            | country   | region               | winery          | province   |
|:-------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:---------------------|:----------------|:-----------|
| Buck Shack 2014 Small Batch Red (Lake County)                            | This is an easygoing but richly flavored wine that starts with light toast and spice aromas preceding somewhat sweet jammy flavors, a soft texture and medium body. Petite Sirah, Zinfandel, Syrah and Cabernet Sauvignon formed the blend.                                                                                | Red Blend          | US        | Lake                 | Buck Shack      | California |
| Parducci 2011 Small Lot Blend Merlot (Mendocino)                         | This wine offers good value in aromas full of violet perfume and a suggestion of cedar. Taste-wise it offers raspberry liqueur in a soft, understated package, and long, straightforward finish. A great go-to for mid-week meals and larger gatherings, it'll pair with versatility.                                      | Merlot             | US        | Mendocino            | Parducci        | California |
| Parducci 2015 Small Lot Cabernet Sauvignon (Mendocino County)            | This decent-quality wine is smoky in aroma, a bit earthy and cherrylike in flavor and medium in body. There's a touch of tannin to add some grip in the texture.                                                                                                                                                           | Cabernet Sauvignon | US        | Mendocino            | Parducci        | California |
| Bergström 2013 Winery Block Pinot Noir (Chehalem Mountains)              | This is identified as the smallest estate vineyard, here delivering a light and pretty wine, perfectly proportioned in a small frame. Strawberry and raspberry fruit shows clean, crisp acidity. There is room for further bottle development; at the moment the wine does a quick, gentle fade.                           | Pinot Noir         | US        | Chehalem Mountains   | Bergström       | Oregon     |
| Kathryn Kennedy 2014 Small Lot Cabernet Sauvignon (Santa Cruz Mountains) | The nose on this bottling from the pioneering regional winery, now run by its namesake's son, is lush and dynamic, with black cherry, cola and vanilla-laced pie crust on the nose. Finely polished tannins carry very smooth flavors of blackberry, soy-driven umami, crushed graphite, light cedar and a pinch of herbs. | Cabernet Sauvignon | US        | Santa Cruz Mountains | Kathryn Kennedy | California |"
I'm interested in a wine from the Tuscany region.,"| title                                                                             | description                                                                                                                                                                                                            | variety            | country   | region                     | winery                             | province   |
|:----------------------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:---------------------------|:-----------------------------------|:-----------|
| Vignamaggio 2008 Il Morino Sangiovese (Toscana)                                   | A great deal from Tuscany, this bright Sangiovese-based wine offers playful aromas of cassis, cherry and wild berry with red rose and a touch of toasted almond.                                                       | Sangiovese         | Italy     | Toscana                    | Vignamaggio                        | Tuscany    |
| Teruzzi & Puthod 2006 Terre di Tufi White (Toscana)                               | This popular white wine from Tuscany is aged three months in oak for extra softness and creaminess. Aromas include honey, peach and slightly roasted almond. Pair this pretty wine with spicy Indian or Thai curries.  | White Blend        | Italy     | Toscana                    | Teruzzi & Puthod                   | Tuscany    |
| La Togata 2008 Azzurreta Sangiovese (Toscana)                                     | Hailing from the Montalcino area of Tuscany, this Sangiovese-based wine offers crisp nuances of white cherry and cassis, backed by touches of savory spice and bitter almond. The palate is clean, polished and silky. | Sangiovese         | Italy     | Toscana                    | La Togata                          | Tuscany    |
| Agricoltori del Chianti Geografico 2006 Pietravalle  (Vernaccia di San Gimignano) | This Tuscan white offers very mature notes of apricot, peach, honeydew and orange marmalade. The wine is structured, sophisticated and creamy with tart citrus notes on the close.                                     | Vernaccia          | Italy     | Vernaccia di San Gimignano | Agricoltori del Chianti Geografico | Tuscany    |
| Monte Smith 2014 The Tuscan Cabernet Sauvignon (North Coast)                      | This is a mellow, richly fruity wine that feels smooth, is lightly tannic, and has full body and ripe raisin and black plum flavors. It flts the bill when you want a concentrated but easy-going wine.                | Cabernet Sauvignon | US        | North Coast                | Monte Smith                        | California |"
What red wines would you recommend for someone who enjoys a velvety mouthfeel?,"| title                                          | description                                                                                                                                                                                                                                                                                                                                                                                                                 | variety                  | country      | region        | winery       | province   |
|:-----------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:-------------|:--------------|:-------------|:-----------|
| Avant 2013 Rich Silky Smooth Red (California)  | Rich flavors and a juicy texture make this dark-colored but medium-bodied wine fun to drink. It smells like ripe boysenberries, tastes almost jammy, and has a nice grip on the palate. It comes with a very reasonable price tag for the quality.                                                                                                                                                                          | Red Blend                | US           | California    | Avant        | California |
| Vilafonté 2014 Series C Red (Paarl)            | At present, the wood dominates the nose and mouth of this lush, creamy wine. It's brimming with notes of cedar, sweet spice and bittersweet cocoa powder that ride atop the baked cherry and raspberry fruit. The mouthfeel is smooth and plush, with velvety tannins and lingering dry, spicy notes that grace the finish. An infant now, give it some time to further harmonize and the oak to integrate; try after 2019. | Bordeaux-style Red Blend | South Africa | Paarl         | Vilafonté    | Paarl      |
| Hunt Cellars 2005 Red Velvet Red (Paso Robles) | The acidity is pretty fierce, but the wine is dry, and offers easy flavors of cherries, raspberries, red currants and sandalwood. The blend is Merlot and Cabernet Franc.                                                                                                                                                                                                                                                   | Red Blend                | US           | Paso Robles   | Hunt Cellars | California |
| Lockwood 2011 Liquid Velvet Red (California)   | As the name implies, this is a soft wine, with gentle tannins and acids. It's ripe in cherry and blackberry jam flavors that finish simple and sweet.                                                                                                                                                                                                                                                                       | Red Blend                | US           | California    | Lockwood     | California |
| Vellum 2013 Black Red (Suisun Valley)          | This big, imposing wine offers a deep red color, huge structure of grippy tannins and full body. It has giant berry flavors, all in an attractive dry style, but one that needs time to smooth out. It's best to drink after 2018.                                                                                                                                                                                          | Red Blend                | US           | Suisun Valley | Vellum       | California |"
What's a good full-bodied white wine that's not overly oaked?,"| title                                                                   | description                                                                                                                                                                                                                                                                         | variety                 | country   | region            | winery                       | province         |
|:------------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------------------|:----------|:------------------|:-----------------------------|:-----------------|
| Oak Knoll 2015 White Pinot Noir (Willamette Valley)                     | No longer an oddity, making a white wine out of Pinot Noir creates a most useful alternative to Chardonnay. Apples and white peaches abound, with a full, creamy mouthfeel. It's round and fresh with a pleasing sprinkle of cinnamon spice.                                        | Pinot Noir              | US        | Willamette Valley | Oak Knoll                    | Oregon           |
| Woodbridge by Robert Mondavi 2016 Lightly Oaked Chardonnay (California) | Touches of ginger and orange zest lighten up the ample fruit flavors of this well-balanced value-priced wine. It has good acidity to match the ripeness of the Anjou pear and white peach flavors.                                                                                  | Chardonnay              | US        | California        | Woodbridge by Robert Mondavi | California       |
| Summerwood 2011 Diosa Blanc White (Paso Robles)                         | This Viognier, Marsanne and Roussanne blend is the poster child for overoaked white wine. Buttered toast, butterscotch and caramel dominate the underlying tropical fruit, orange and lime flavors. Exceptionally high alcohol also adds to the impression of unbalanced sweetness. | Rhône-style White Blend | US        | Paso Robles       | Summerwood                   | California       |
| La Vuelta 2010 Unoaked Chardonnay (Mendoza)                             | For the price you can't go wrong with a wine like this. It's flowery and fruity, and beyond that it doesn't pretend to be more than it is. There's a natural creaminess to the feel and full melon and white fruit flavors. Proof that some Chardonnays do better without oak.      | Chardonnay              | Argentina | Mendoza           | La Vuelta                    | Mendoza Province |
| Casa de Santar 2007 Branco Reserva White (Dão)                          | Rich and opulent, this is a big fruity, toasty white wine. The vanilla from the wood combines with ripe peach and pineapple flavors, the acidity a hint of tangerine zest. While it is definitely full-bodied, both the full fruit and the acidity give it  very drinkable balance. | Portuguese White        | Portugal  | Dão               | Casa de Santar               | Dão              |"
I'm interested in a wine from the Napa Valley region.,"| title                                                               | description                                                                                                                                                                                                                | variety            | country   | region      | winery                | province   |
|:--------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:------------|:----------------------|:-----------|
| Napa Family Vineyards 2004 Reserve Merlot (Napa Valley)             | This wine would be a great value even for more money. It's bone dry, soft and extremely balanced, with cherry, black currant, plum and carob flavors that are grounded with a nice, sweet edge of fresh herbs and tobacco. | Merlot             | US        | Napa Valley | Napa Family Vineyards | California |
| Napa Cellars 2013 Classic Collection Merlot (Napa Valley)           | Made at an attractive price point, this wine delivers value and plenty of flavor, from blackberry jam to oak and black pepper. It's sturdy and structured, ready for the table or larger gathering.                        | Merlot             | US        | Napa Valley | Napa Cellars          | California |
| Yao Family Wines 2015 Napa Crest Sauvignon Blanc (Napa Valley)      | Grapes are sourced from St. Helena and Oakville for this light-bodied, tart and slightly herbal wine, blended with 8% Sémillon. Ripe and round, it's both floral and fruity, highlighted by melon and pear.                | Sauvignon Blanc    | US        | Napa Valley | Yao Family Wines      | California |
| Napa Cellars 2014 Classic Zinfandel (Napa Valley)                   | A healthy addition of 13% Petite Sirah provides added weight and intensity to this wine, a soft, supple and richly conceived combination of smoky black fruit and mocha.                                                   | Zinfandel          | US        | Napa Valley | Napa Cellars          | California |
| Napa Family Vineyards 2007 Reserve Cabernet Sauvignon (Napa Valley) | Hard to like this dry, bitter wine. It's cutting and tannic in the mouth, with very modest blackberry fruit.                                                                                                               | Cabernet Sauvignon | US        | Napa Valley | Napa Family Vineyards | California |"
