Question,Result
What red wines would you suggest for someone who enjoys a velvety texture and soft tannins?,"| Title                                                    | Description                                                                                                                                                                                                                                                         | Variety    | Country   | Region                 | Winery                      | Province      |
I'm looking for a white wine with a floral aroma and a touch of sweetness. Any recommendations?,"| Title                                              | Description                                                                                                                                                                                                                                                           | Variety     | Country   | Region              | Winery   | Province          |
|:---------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------|:----------|:--------------------|:---------|:------------------|
| Trabucco 2008 16 Marzo White (Falerno del Massico) | This is an herbal, floral white wine with aromas that span from dried hay to pungent lemon blossom. It seems to give the best of itself on the bouquet, because in the mouth, this wine is fresh, compact and very easygoing.                                         | White Blend | Italy     | Falerno del Massico | Trabucco | Southern Italy    |
| Gancia NV Grand Reale White (Piedmont)             | Here is a sweet and fragrant dessert wine with aromas of white flower, honey and stone fruit accented by a slightly drying mineral characteristic. Firm, tonic effervescence keeps the palate refreshed even when paired with whipped cream or creamy fruit desserts. | White Blend | Italy     | Piedmont            | Gancia   | Piedmont          |
| Adalia 2015 Singan  (Soave)                        | Here's a light-bodied casual wine that has subdued aromas suggesting white flower, orchard fruit and a hint of almond. You can find traces of the nose on the extremely simple diluted palate.                                                                        | White Blend | Italy     | Soave               | Adalia   | Veneto            |
| Cesari 2015 Cento Filari  (Lugana)                 | White spring flower and citrus aromas lead the way on this juicy, savory wine. On the bright palate, a touch of cake spice accents succulent grapefruit, lemon drop and green apple alongside fresh acidity. A white almond note fills in the finish.                 | White Blend | Italy     | Lugana              | Cesari   | Lombardy          |
| Firriato 2016 Le Sabbie dell'Etna Bianco  (Etna)   | This wine's white flower, apple, pear and almond aromas carry over to its medium-bodied palate, along with a hint of citrus peel. It's linear and fresh, with bright acidity and a saline note on the close.                                                          | White Blend | Italy     | Etna                | Firriato | Sicily & Sardinia |"
Looking for a wine that is single-vineyard.,"| Title                                                                        | Description                                                                                                                                                                                                                                                                            | Variety    | Country   | Region                  | Winery           | Province   |
|:-----------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:------------------------|:-----------------|:-----------|
| Boheme 2009 English Hill Vineyard Pinot Noir (Sonoma Coast)                  | This single-vineyard wine is a little plodding and direct now. It's dry and acidic, with high-toned flavors of cranberry and sour cherry candy that turn heavy and seemingly sweet as you swallow.                                                                                     | Pinot Noir | US        | Sonoma Coast            | Boheme           | California |
| Tamarack Cellars 2010 Ciel du Cheval Vineyard Syrah (Red Mountain)           | Displaying exceptional single grape/single vineyard particularity, this tight and focused wine delivers pinpoint flavors of berries, berries and more berries. Light streaks of cola, earth and baking spices bring further complexity and interest. Drink now or cellar through 2024. | Syrah      | US        | Red Mountain            | Tamarack Cellars | Washington |
| Iota Cellars 2011 Pelos Sandberg Vineyard Pinot Noir (Eola-Amity Hills)      | This winery makes just a single, estate-grown Pinot Noir each year. Pomegranate and red plum fruit flavors are gracefully showcased in this elegant vintage. Silky and smooth, it retains focus through a medium-weight, impeccably clean finish.                                      | Pinot Noir | US        | Oregon Other            | Iota Cellars     | Oregon     |
| College Cellars 2012 Cockburn Ranch Vineyard Syrah (Walla Walla Valley (WA)) | This single-vineyard wine offers wild blueberry with vanilla and herb accents. It's full bodied and high-octane in feel with the flavors running straight down the fairway.                                                                                                            | Syrah      | US        | Walla Walla Valley (WA) | College Cellars  | Washington |
| Kudos 2014 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills)                 | Tight and tannic, this single-vineyard offering emphasizes flavors of herb, grass and green leaf. There's a hint of pale, generic red fruit, but it's more in the veggie camp—think rhubarb rather than raspberry. A hint of brown sugar rounds out the finish.                        | Pinot Noir | US        | Oregon Other            | Kudos            | Oregon     |"
Suggest a wine from a winery known for its historic practices.,"| Title                                                     | Description                                                                                                                                                                                                                                                              | Variety        | Country   | Region   | Winery             | Province   |
|:----------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------|:----------|:---------|:-------------------|:-----------|
| Tiago Teles 2012 Gilda Red (Bairrada)                     | An earthy wine that has red berry fruits and acidity alongside a rustic barnyard character. There is a mineral edge to the wine as well, so maybe giving it a year will help.                                                                                            | Portuguese Red | Portugal  | Bairrada | Tiago Teles        | Bairrada   |
| Josetta Saffirio 2008 Millenovecento 48 Riserva  (Barolo) | Made from vines planted in 1948, this brawny wine opens with aromas of toasted oak, espresso, black plum, violet and a whiff of leather. The palate offers coffee, chocolate, sage, toast and a hint of black cherry alongside drying wood tannins.                      | Nebbiolo       | Italy     | Barolo   | Josetta Saffirio   | Piedmont   |
| Contratto 2003 Cerequio  (Barolo)                         | The celebrated Cerequio cru is known for its elegant and refined wines. However, in this hot vintage, you can taste the maturity of the fruit thanks to the wine's aromas of plum, prune and spice cake. Clay soils help shape the wine's natural density and structure. | Nebbiolo       | Italy     | Barolo   | Contratto          | Piedmont   |
| Marchesi di Barolo 2008 Cannubi  (Barolo)                 | In this vintage, this historic wine shows a different personality with its ripe aromas of blackberry and raspberry jam. It opens with notes of spice, tobacco and black pepper.                                                                                          | Nebbiolo       | Italy     | Barolo   | Marchesi di Barolo | Piedmont   |
| Casa Santos Lima 2015 Stones & Bones Red (Lisboa)         | The name of this wine comes from the landscape of the vineyard with its ancient rocks and fossilized remains. It is soft, smooth and spicy, with bold, ripe flavors and a touch of vanilla from the wood aging. This is generous, full of fruit and ready to drink.      | Portuguese Red | Portugal  | Lisboa   | Casa Santos Lima   | Lisboa     |"
I'm interested in a wine from the Champagne region.,"| Title                                                                  | Description                                                                                                                                                                                                                                                                                                                         | Variety         | Country   | Region    | Winery         | Province   |
|:-----------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:----------|:---------------|:-----------|
| Gremillet NV Blanc de Noirs Brut Pinot Noir (Champagne)                | Hailing from the southern Aube region, where Pinot Noir ripens well, this Champagne is rich and full, with hints of red fruit, zesty orange and lemon-tinged minerality. The acidity is bright and fruity, highlighting the wine's attractive texture. Drink now.                                                                   | Pinot Noir      | France    | Champagne | Gremillet      | Champagne  |
| Fluteau 2008 Cuvée Symbiose Brut  (Champagne)                          | This impressive Champagne is rich while tight and mineral-textured. Creamy and ripe, it balances the weight of Pinot Noir with the elegance of Chardonnay. The producer's location in the relatively warm Aube region gives its wines extra fullness. This one is just now ready to drink.                                          | Champagne Blend | France    | Champagne | Fluteau        | Champagne  |
| Jean Laurent 2003 Blanc de Noirs Millésime Brut Pinot Noir (Champagne) | With the dominance of Pinot Noir in the Aube region, it is no surprise to find a vintage Champagne that is 100% from that grape. With a round character from the Pinot, as well as a hot vintage, this is a full-bodied wine with vibrant fruit and lively acidity. Drink now.                                                      | Pinot Noir      | France    | Champagne | Jean Laurent   | Champagne  |
| Drappier 2008 Grande Sendrée Rosé Brut  (Champagne)                    | This is a beautiful wine with its pink-orange color. The taste lives up to its appearance. A mature wine from a great vintage, it's rich with spice and nuts along with tight acidity. From fruit grown in the southern Champagne region of the Aube, the wine is completely ready to drink.                                        | Champagne Blend | France    | Champagne | Drappier       | Champagne  |
| Faniel et Fils NV Agapane Brut  (Champagne)                            | This is the entry-level wine from this producer based in the Marne Valley. That's the land of Pinot Meunier and this Champagne contains 74% of the grape, giving a soft rounded wine. It has delicious acidity with citrus and red-berry fruit and a lightly crisp texture that is balanced by the soft ripe aftertaste. Drink now. | Champagne Blend | France    | Champagne | Faniel et Fils | Champagne  |"
Can you suggest a wine from Australia?,"| Title                                                        | Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | Variety    | Country   | Region         | Winery      | Province          |
|:-------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:---------------|:------------|:------------------|
| Cullen 2013 Kevin John Chardonnay (Margaret River)           | It's a shame only the equivalent of one barrel of this wine was exported to the U.S., as it means only a handful of people here will get to experience it. It's perhaps the closest thing to great white Burgundy to come from Australia; subtly smoky at first, like grilled white peaches, adding hints of lime and vanilla on the palate. It's plump and slightly creamy in texture, but finishes with crisp, acidic verve. Drink now–2025.                                                                         | Chardonnay | Australia | Margaret River | Cullen      | Western Australia |
| Wise 2005 Eagle Bay Shiraz (Margaret River)                  | From Margaret River in Western Australia, this is a full-bodied, impressively endowed Shiraz at a reasonable price. Superripe aromas of blackberries and licorice mark the nose, while the palate features similar flavors, supple tanins and a creamy-textured finish. Good to go now, with enough concentration to hold until 2015.                                                                                                                                                                                  | Shiraz     | Australia | Margaret River | Wise        | Western Australia |
| Maverick 2014 Breechens Shiraz (Barossa)                     | It's hard to believe such a wine can come from the Barossa, a region known for size and richness. But this is part of a new wave of Aussie Shiraz—medium in body and silky in style, with moderate alcohol levels. Healthy doses of oak impart notes of hickory smoke, cedar and vanilla to the plum fruit. Drink now–2025.                                                                                                                                                                                            | Shiraz     | Australia | Barossa        | Maverick    | South Australia   |
| Wirra Wirra 2012 Catapult Shiraz (McLaren Vale)              | Representative of the solid values that may be found from Australia for about $20, this medium- to full-bodied Shiraz offers a blend of cherry and plum flavors, with savory elements of mocha and roasted meat. It's slightly dusty on the finish, making it food-friendly, ending with hints of cocoa and coffee. Drink now–2018.                                                                                                                                                                                    | Shiraz     | Australia | McLaren Vale   | Wirra Wirra | South Australia   |
| Shingleback NV Black Bubbles Sparkling Shiraz (McLaren Vale) | A sleek name and a sleek wine. Vanilla and toffee overflow from the effusive nose while sour candy and plum jam take over on the palate. It's a tad thin in the mouth but finishes on a lovely raspberry note that has just a bit of sticking power. Drink as the Australians do, with Christmas dinner. Sparkling Shiraz may not be something you pour every day, but this is one worth reaching for. It delivers lots of upfront berry fruit and lashings of dark chocolate, then finishes relatively dry and clean. | Shiraz     | Australia | McLaren Vale   | Shingleback | South Australia   |"
I'm interested in a wine from the Bordeaux region.,"| Title                                                                        | Description                                                                                                                                                                                                                                                        | Variety                  | Country   | Region              | Winery                                 | Province   |
|:-----------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:----------|:--------------------|:---------------------------------------|:-----------|
| Barrière Frères 2006 Jacques Sans Souci  (Bordeaux)                          | A wine that aims to bring out the casual side of Bordeaux, this is friendly, accessible, without losing the essential dry tannins and fresh black currant flavors typical of the region. If only all branded Bordeaux was like this.                               | Bordeaux-style Red Blend | France    | Bordeaux            | Barrière Frères                        | Bordeaux   |
| Maison Bouey 2010 Les Parcelles de Stéphane Derenoncourt  (Haut-Médoc)       | This selection from eight parcels of vines was made by one of the top Bordeaux consultants. The result is a ripe, warm wine that has great swathes of plum fruits alongside some firm, dry tannins. It is rich while retaining plenty of fresh acidity. Drink now. | Bordeaux-style Red Blend | France    | Haut-Médoc          | Maison Bouey                           | Bordeaux   |
| Château le Pré de la Lande 2004 Réserve de la Famille  (Sainte-Foy Bordeaux) | From the far eastern edge of Bordeaux, this wine offers delicious, fresh fruits structured by light tannins. Its black currant flavors are right up front, pleasure without complications.                                                                         | Bordeaux-style Red Blend | France    | Sainte-Foy Bordeaux | Château le Pré de la Lande             | Bordeaux   |
| Les Vignerons Réunis de Monségur 2014 Château le Mayne Turon  (Bordeaux)     | Grown in the far eastern edge of Bordeaux, in the Entre-deux-Mers, this is a bright and fruity wine. It has tannins that just lift the juicy red and black-currant fruits.                                                                                         | Bordeaux-style Red Blend | France    | Bordeaux            | Les Vignerons Réunis de Monségur       | Bordeaux   |
| Domaines Barons de Rothschild (Lafite) 2005 Réserve Spéciale  (Bordeaux)     | A structured, firm wine showing a great balance of red fruits, dry Bordeaux-style tannins and a freshly jammy texture. For a branded Bordeaux, it has both quality and elegance.                                                                                   | Bordeaux-style Red Blend | France    | Bordeaux            | Domaines Barons de Rothschild (Lafite) | Bordeaux   |"
What would be a good wine for a dinner party?,"| Title                                                               | Description                                                                                                                                                                                                                                                 | Variety   | Country   | Region               | Winery                   | Province      |
|:--------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------|:----------|:---------------------|:-------------------------|:--------------|
| Bellini 2008 VYD Red (Toscana)                                      | This is a very informal and easygoing red table wine that would taste great with pizza. It opens with a bright ruby color and shows aromas of cherry, raspberry and toasted almond.                                                                         | Red Blend | Italy     | Toscana              | Bellini                  | Tuscany       |
| Castello di Montegiove 2010 Gatto Gatto  (Orvieto)                  | Sometimes you need a light and refreshing red wine to serve with burgers or franks. This informal wine from Umbria shows an easy bouquet that is characterized by black fruit, bacon and cured meat.                                                        | Red Blend | Italy     | Orvieto              | Castello di Montegiove   | Central Italy |
| Magnificent Wine Company 2007 House Wine Red (Columbia Valley (WA)) | An all-purpose red wine, blending seven different grapes into a fruit bowl of forward berry flavors. Nothing challenging here, but the fruit is tasty and it might be compared to a nice Beaujolais—chill it and drink it outdoors on a hot summer day.     | Red Blend | US        | Columbia Valley (WA) | Magnificent Wine Company | Washington    |
| Feudo Antico 2008 Tullum Red (Abruzzo)                              | This hearty red wine from central Italy would pair well with grilled meat or veal wrapped in sage leaves and sliced prosciutto ham. Loads of red berries are followed by notes of exotic spice, leather, tobacco and firm tannins. Drink in 3–5 more years. | Red Blend | Italy     | Abruzzo              | Feudo Antico             | Central Italy |
| Convergence Zone 2011 Squall Line Red (Red Mountain)                | This soft red wine discloses pomegranate fruit and a liberal amount of Mediterranean herbs. It's light and easy-sipping, and should be consumed while young.                                                                                                | Red Blend | US        | Red Mountain         | Convergence Zone         | Washington    |"
Are there any white wines known for their mineral or flinty characteristics?,"| Title                                                           | Description                                                                                                                                                                                                                                                                                           | Variety         | Country   | Region       | Winery                | Province     |
|:----------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------|:----------|:-------------|:----------------------|:-------------|
| Fournier Père et Fils 2014 Cuvée Silex  (Sancerre)              | Grown on flinty soil, this strongly mineral-driven wine is structured, tense with acidity and white stone-fruit flavors. The initial crispness opens out into a concentrated, textured wine that will need to age further. Drink from late 2017.                                                      | Sauvignon Blanc | France    | Sancerre     | Fournier Père et Fils | Loire Valley |
| Domaine Fouassier 2008 Les Chailloux  (Sancerre)                | The name, referring to the flinty soil of the vineyard, says it all. It is a mineral wine that tastes of stony soil, flint and chalk. It has a great core of hardened steel, very firm, surrounded by intense green fruits, filled with apple juice and grapefruit flavors. For aging over 2–3 years. | Sauvignon Blanc | France    | Sancerre     | Domaine Fouassier     | Loire Valley |
| Henri Bourgeois 2010 La Chapelle des Augustins  (Sancerre)      | The flint and sand soil of this vineyard brings out the minerally, steely character of this taut, tight wine. While it is herbaceous and flavors of pineapple and white fruit, the structure dominates. Give this impressive wine another year or two.                                                | Sauvignon Blanc | France    | Sancerre     | Henri Bourgeois       | Loire Valley |
| Henri Bourgeois 2010 La Demoiselle de Bourgeois  (Pouilly-Fumé) | Dominated by minerality, this is a flinty and steel textured wine. It has some richness while remaining straight and narrow. With its structured character, it will need to age for over several years.                                                                                               | Sauvignon Blanc | France    | Pouilly-Fumé | Henri Bourgeois       | Loire Valley |
| Fournier Père et Fils 2013 Cuvée Silex  (Sancerre)              | From vines grown on flint soil, this is a perfumed, crisp wine, hinting at almonds and spice. The background is a reminder of the soil, very mineral and severe. The wine is ready to drink.                                                                                                          | Sauvignon Blanc | France    | Sancerre     | Fournier Père et Fils | Loire Valley |"
I'm looking for a white wine that's crisp and has a green apple taste. Any ideas?,"| Title                                                             | Description                                                                                                                                                                                               | Variety      | Country   | Region                      | Winery                  | Province           |
|:------------------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------|:----------|:----------------------------|:------------------------|:-------------------|
| Barton & Guestier 2015 Passeport Lobster & Shrimp  (Muscadet)     | A light and crisp wine that has a creamed apple texture. It is fruity, light with a fine citrus tang to add to the general freshness of the wine. The name suggests a very appropriate pairing.           | Melon        | France    | Muscadet                    | Barton & Guestier       | Loire Valley       |
| Château de la Ragotiere 2012 Sur Lie  (Muscadet Sèvre et Maine)   | This wine has great swathes of green fruits, like biting into a crisp apple. It's bright, shimmering with citrus and grapefruit. There is a tight, mineral bite at the end.                               | Melon        | France    | Muscadet Sèvre et Maine     | Château de la Ragotiere | Loire Valley       |
| Remy-Pannier 2012 Sur Lie  (Muscadet Sèvre et Maine)              | Fruity and tangy, this is a light and fresh wine. It has crisp green apples patterned with citrus fruits and a tight, bright texture. Ready to drink.                                                     | Melon        | France    | Muscadet Sèvre et Maine     | Remy-Pannier            | Loire Valley       |
| La Vis 2014 Simboli Pinot Grigio (Trentino)                       | Bright and refreshing, this easygoing white offers delicate aromas and flavors of white spring flower, Granny Smith apple and citrus. Racy acidity gives it a crisp finish.                               | Pinot Grigio | Italy     | Trentino                    | La Vis                  | Northeastern Italy |
| Domaine du Haut Bourg 2014 Sur Lie  (Muscadet Côtes de Grandlieu) | Light and fresh, this is an apple-crisp wine with delicious acidity and a refreshing lemon tang. A finely textured character gives shape to the wine and supports the crunchy fruit. Drink this wine now. | Melon        | France    | Muscadet Côtes de Grandlieu | Domaine du Haut Bourg   | Loire Valley       |"
Looking for a wine that is aged in oak barrels.,"| Title                                                      | Description                                                                                                                                                                                                                       | Variety                  | Country   | Region        | Winery                    | Province   |
|:-----------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------|:----------|:--------------|:--------------------------|:-----------|
| Château Grand Mayne 2012 Barrel Sample  (Saint-Émilion)    | 91–93. Barrel sample. This spicy wine, aged in new wood, is rich and full with blackberry flavors. It's opulent in texture with layers of new oak that reverberate through the wine.                                              | Bordeaux-style Red Blend | France    | Saint-Émilion | Château Grand Mayne       | Bordeaux   |
| Château Caronne Ste Gemme 2012 Barrel Sample  (Haut-Médoc) | 87–89. Barrel sample. This is a warm, open wine that's gently tannic, and likely to age quickly. It has some spice, ripe black plums, and aftertaste that reveals some of its dry structure.                                      | Bordeaux-style Red Blend | France    | Haut-Médoc    | Château Caronne Ste Gemme | Bordeaux   |
| Château Providence 2012 Barrel Sample  (Pomerol)           | 92–94. Barrel sample. This is a ripe and smoky wine with lively acidity. It also has dense black fruits and a firmly tannic character that demands aging. Solid in texture, it's touched by notes of licorice with a bitter edge. | Bordeaux-style Red Blend | France    | Pomerol       | Château Providence        | Bordeaux   |
| Château d'Arcins 2012 Barrel Sample  (Haut-Médoc)          | 85–87. Barrel sample. This is a soft, simple wine. It has attractive, gentle fruits and some ripe tannins. Likely to age quickly.                                                                                                 | Bordeaux-style Red Blend | France    | Haut-Médoc    | Château d'Arcins          | Bordeaux   |
| Château Cambon la Pelouse 2012 Barrel Sample  (Haut-Médoc) | 90–92. Barrel sample. This is a ripe and spicy wine that showcases flavors of new wood and rich, sweet black fruits. The wine is attractive and fruity, but with enough structure to promise some good aging.                     | Bordeaux-style Red Blend | France    | Haut-Médoc    | Château Cambon la Pelouse | Bordeaux   |"
Suggest a wine from a winery known for its small-batch practices.,"| Title                                                                      | Description                                                                                                                                                                                                                                                                                             | Variety    | Country   | Region            | Winery             | Province   |
|:---------------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:------------------|:-------------------|:-----------|
| Talisman 2014 Huckleberry's Vineyard Pinot Noir (Sonoma Coast)             | From a vineyard that's less than one acre in size, this special bottling is tiny but mighty, juicy in blue and red fruit. Robust in spice, it unleashes a velvety texture with ease, allowing room for focused tannin to be supportive rather than distracting. The finish retains a welcome freshness. | Pinot Noir | US        | Sonoma Coast      | Talisman           | California |
| David Hill 2009 Estate Pinot Noir (Willamette Valley)                      | This is the winery's budget offering. It shows modest varietal flavors, with a slight burned or roasted character.                                                                                                                                                                                      | Pinot Noir | US        | Willamette Valley | David Hill         | Oregon     |
| Love & Squalor 2014 Sunny Mountain Vineyard Pinot Noir (Willamette Valley) | Small production (one barrel!) single-vineyard Pinots are challenging, as there is no wiggle room via blending. This comes out crisp and focused, with light cherry fruit and ample flavors of tea, herb and leaf.                                                                                      | Pinot Noir | US        | Willamette Valley | Love & Squalor     | Oregon     |
| The Withers Winery 2013 English Hill Pinot Noir (Sonoma Coast)             | Made by David Low of Anthill Farms in extremely small quantities, this is a new brand devoted to light-bodied wines from fine, cool-climate sites. Tight in dried cranberry and cherry, this is indeed a light and subtle undertaking, dusty and perfumed in rosewater fragrance.                       | Pinot Noir | US        | Sonoma Coast      | The Withers Winery | California |
| Fulcrum 2013 Gap's Crown Vineyard Pinot Noir (Sonoma Coast)                | Made in tiny quantities, this wine opens with aromas of crisp, just-peeled orange before unveiling silky tannins and a bite of oak. Light in color, it builds up layers of dark cherry, sage and mushroomy earth as it develops, with a substantial kick of texture and weight on the finish.           | Pinot Noir | US        | Sonoma Coast      | Fulcrum            | California |"
I'm interested in a wine from the Tuscany region.,"| Title                                           | Description                                                                                                                                                                                                                                                  | Variety    | Country   | Region     | Winery       | Province   |
|:------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:-----------|:-------------|:-----------|
| Vignamaggio 2008 Il Morino Sangiovese (Toscana) | A great deal from Tuscany, this bright Sangiovese-based wine offers playful aromas of cassis, cherry and wild berry with red rose and a touch of toasted almond.                                                                                             | Sangiovese | Italy     | Toscana    | Vignamaggio  | Tuscany    |
| Collemassari 2007 Riserva  (Montecucco)         | Some lovely red wines are coming from the Montecucco wine region (located in coastal Tuscany) and Collemassari leads the pack of this new and exciting group of vintners. Soft cherry, leather, spice, and earthy mineral tones create harmony and momentum. | Red Blend  | Italy     | Montecucco | Collemassari | Tuscany    |
| La Togata 2008 Azzurreta Sangiovese (Toscana)   | Hailing from the Montalcino area of Tuscany, this Sangiovese-based wine offers crisp nuances of white cherry and cassis, backed by touches of savory spice and bitter almond. The palate is clean, polished and silky.                                       | Sangiovese | Italy     | Toscana    | La Togata    | Tuscany    |
| La Calonica 2009 Calcinaio Sangiovese (Cortona) | From the Cortona area of eastern Tuscany, here is a simple, bright and crisp expression of Sangiovese that would pair with grilled meat or sausage.                                                                                                          | Sangiovese | Italy     | Cortona    | La Calonica  | Tuscany    |
| Col d'Orcia 2011 Spezieri Red (Toscana)         | This easy going blended red from Tuscany opens with bright cherry and blackberry aromas against a backdrop of bitter almond and a touch of Indian spice. The fresh acidity makes this a perfect pasta wine.                                                  | Red Blend  | Italy     | Toscana    | Col d'Orcia  | Tuscany    |"
What red wines would you recommend for someone who enjoys a velvety mouthfeel?,"| Title                                                                                    | Description                                                                                                                                                                                                                                       | Variety    | Country   | Region               | Winery               | Province   |
|:-----------------------------------------------------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:---------------------|:---------------------|:-----------|
| Balletto 2014 BCD Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley) | Velvety-smooth and rich in red plum and strawberry, this medium-bodied, varietally honest wine is textured and complex. It's well-crafted and balanced, with a lingering finish.                                                                  | Pinot Noir | US        | Russian River Valley | Balletto             | California |
| Caccia al Piano 1868 2009 Ruit Hora  (Bolgheri)                                          | Merlot (70%), Cabernet Sauvignon and Petit Verdot make for a smooth and rich wine with candied fruit, blueberry, spice and loads of sweet cherry. It's chewy and tight in the mouth, with polished, almost squeaky tannins and impressive length. | Red Blend  | Italy     | Bolgheri             | Caccia al Piano 1868 | Tuscany    |
| Chime NV Schatz Family Vineyard Red (California)                                         | Easygoing and soft in texture, this medium-bodied red wine has fruity, jammy aromas and flavors, and blends in a little black pepper for interest.                                                                                                | Red Blend  | US        | California           | Chime                | California |
| Barrel Road 2014 Artisan Blend Red (California)                                          | This light- to medium-bodied red wine doesn't take itself too seriously and will be versatile with food. The fruity, almost jammy and fresh aromas lead to dry, substantive flavors and a tempting, smooth texture.                               | Red Blend  | US        | California           | Barrel Road          | California |
| Casa di Terra 2011 Moreccio  (Bolgheri)                                                  | Soft, round and pleasurable, this Syrah-Merlot-Cabernet Sauvignon blend would pair well with pastas or roasts. Bright cherry and blackberry flavors are followed by subtle leather and spice accents. The mouthfeel is fresh and fruity.          | Red Blend  | Italy     | Bolgheri             | Casa di Terra        | Tuscany    |"
What's a good full-bodied white wine that's not overly oaked?,"| Title                                                         | Description                                                                                                                                                                                                                                                                                            | Variety    | Country   | Region       | Winery      | Province   |
|:--------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------|:----------|:-------------|:------------|:-----------|
| Bogle 2013 Phantom Red (California)                           | Pure and delicious, this generous, lightly spicy and velvet-textured wine does a great job of combining ripe, tasty fruit flavors with an enticing oaky layer that seems to bring subtle sweetness. While full bodied it is not heavy, and has firm, fine-grained tannins to add texture.              | Red Blend  | US        | California   | Bogle       | California |
| Giant Steps 2013 Tarraford Vineyard Chardonnay (Yarra Valley) | This reasonably full-bodied Chardonnay manages to retain a sense of freshness and crispness throughout. Subtle oak and vanilla notes frame peach and pineapple fruit, while the finish is long and citrusy clean.                                                                                      | Chardonnay | Australia | Yarra Valley | Giant Steps | Victoria   |
| Bogle 2013 Essential Red (California)                         | Welcoming and easy to drink, this full-bodied wine has mellow, ripe fruit flavors, light oaky accents and a warm sense of ripeness that doesn't go over the top. Subtle tannins support the texture while keeping it smooth. The blend includes Zinfandel, Syrah, Cabernet Sauvignon and Petite Sirah. | Red Blend  | US        | California   | Bogle       | California |
| Two Horns 2012 A Mean Red (California)                        | Not too heavy or too rich, this medium-bodied wine has mellow spice and fruit flavors, good balance and a gentle texture. It will be perfect when you don't want to drink a blockbuster.                                                                                                               | Red Blend  | US        | California   | Two Horns   | California |
| Rare 2012 Black Blend Extremely Rare Red (California)         | This is an elegant, silky-textured wine that doesn't taste as black or bold as the label would suggest. It has medium body, bright fruit flavors and hints of white pepper and white chocolate that accent a core of red cherry and raspberry.                                                         | Red Blend  | US        | California   | Rare        | California |"
I'm interested in a wine from the Napa Valley region.,"| Title                                                                 | Description                                                                                                                                                                                                                                                                                                | Variety            | Country   | Region      | Winery                   | Province   |
|:----------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------|:----------|:------------|:-------------------------|:-----------|
| Stag's Leap Wine Cellars 2012 S.L.V. Cabernet Sauvignon (Napa Valley) | This estate-grown wine honors the historical vineyard that brought the Napa Valley worldwide attention for Cabernet. It offers both complexity and elegance, as well as an herbal underbrush accented by tobacco. Chocolate, caramel and coffee add to the intrigue around smooth, velvety tannins.        | Cabernet Sauvignon | US        | Napa Valley | Stag's Leap Wine Cellars | California |
